kb8_c10000	1	9	16	36	10	0	26	8	5	3	13	7	3	12	12	32	5	14	6	15	8	0	11	11	3	6	17	16	3	3	8	6	9	0	11	0	7	10	24	15	13	5	18	15	5	4	7	15	
kb8_c10001	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10002	0	0	0	1	0	0	4	3	0	0	1	0	1	1	2	0	4	0	2	0	0	0	3	3	1	0	0	3	0	0	5	1	1	0	5	0	0	0	1	0	1	0	0	1	0	0	0	1	
kb8_c10004	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	
kb8_c10005	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	
kb8_c10006	7	16	44	78	10	0	114	50	22	5	61	31	27	19	76	74	54	27	60	89	24	0	80	86	2	14	81	78	9	5	21	17	41	9	92	0	18	9	90	74	50	15	128	60	4	0	21	50	
kb8_c10007	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10008	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10010	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10014	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10015	0	0	3	3	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2	2	
kb8_c10016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10021	0	0	0	2	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	5	2	1	0	2	
kb8_c10022	0	1	2	2	0	0	4	3	1	2	0	0	0	0	3	2	4	0	0	1	0	0	1	1	0	1	3	3	0	0	0	0	0	0	2	0	0	0	2	2	1	0	2	3	0	0	1	3	
kb8_c10026	0	0	5	2	0	0	7	0	0	1	1	0	0	0	4	0	1	1	0	0	0	0	3	4	0	0	0	2	0	0	0	0	2	2	3	0	0	0	0	0	1	1	3	0	1	0	0	0	
kb8_c10035	2	7	11	30	1	1	25	12	4	2	9	8	4	6	23	21	11	6	9	10	9	0	12	17	0	2	9	25	2	0	14	0	5	2	21	0	0	0	12	12	6	2	25	21	1	0	11	18	
kb8_c10036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	
kb8_c10039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10041	0	4	9	16	0	1	11	6	0	2	2	4	3	6	8	22	6	1	13	4	3	1	8	5	1	4	14	22	2	1	3	3	1	4	18	0	0	0	4	13	5	1	13	9	1	1	3	15	
kb8_c10042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
kb8_c10044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10046	1	5	14	25	1	0	29	7	4	7	8	5	2	5	23	28	20	11	16	10	9	0	17	24	1	1	14	29	1	1	10	7	7	2	39	0	1	3	15	36	7	4	22	11	1	0	7	16	
kb8_c10047	0	1	4	6	2	0	8	4	1	0	0	0	1	4	8	7	1	2	3	3	3	0	9	9	0	2	4	8	1	0	1	2	1	2	13	0	1	0	4	3	7	1	7	2	0	0	1	3	
kb8_c10048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	
kb8_c10049	0	0	2	4	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	2	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	
kb8_c10050	1	19	22	47	5	1	29	8	9	6	9	10	6	9	16	19	22	20	10	17	9	0	22	28	1	5	20	10	1	1	10	1	15	2	21	0	4	2	14	25	18	4	34	14	0	2	11	11	
kb8_c10051	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10053	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
kb8_c10056	0	0	3	3	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
kb8_c10057	1	6	16	46	3	0	14	13	4	6	7	17	6	4	19	39	3	8	9	19	2	0	14	19	2	2	9	8	0	0	5	3	5	0	10	1	6	3	13	16	8	1	23	18	0	2	4	21	
kb8_c10060	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10061	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10062	2	5	33	71	8	0	44	14	9	8	14	4	16	6	31	35	16	6	25	14	13	0	39	23	3	2	38	35	9	3	34	11	15	4	70	0	5	3	38	26	25	8	66	30	1	1	11	23	
kb8_c10066	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10073	0	3	1	4	2	0	6	1	0	0	1	3	1	1	2	2	1	0	2	3	0	0	1	2	0	2	2	2	0	0	1	0	0	0	1	0	0	0	2	5	4	0	3	2	2	3	3	1	
kb8_c10074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10076	1	6	8	21	1	0	20	17	8	3	8	3	3	2	9	24	42	18	19	34	5	0	18	17	1	2	11	22	3	0	3	5	10	0	26	0	1	3	20	20	12	5	16	16	2	1	6	9	
kb8_c10078	8	13	53	70	25	6	53	32	15	15	18	20	17	14	35	52	13	16	30	39	26	0	30	28	5	8	43	29	4	6	18	6	37	4	24	0	8	5	29	38	27	9	42	58	12	1	24	32	
kb8_c10080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10086	0	0	3	13	0	0	5	1	0	3	4	1	0	1	6	3	2	3	2	6	7	0	7	1	2	0	9	3	0	0	1	1	6	1	10	0	0	1	4	4	8	0	5	5	0	1	4	3	
kb8_c10087	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
kb8_c10094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
kb8_c10099	0	2	7	6	2	0	14	3	1	2	1	1	1	0	5	9	4	3	8	0	4	0	3	3	0	2	9	5	0	1	4	2	3	1	1	0	0	3	3	2	4	1	8	7	0	0	2	3	
kb8_c10103	5	31	39	70	20	0	53	30	26	16	16	17	11	23	24	59	31	36	31	36	17	0	43	48	15	8	25	21	6	4	11	9	27	1	34	0	7	24	14	42	28	13	59	25	5	0	3	33	
kb8_c10111	0	0	5	2	0	0	4	2	0	1	1	3	0	0	0	8	1	2	1	0	3	0	0	11	0	4	8	9	0	2	2	0	1	1	6	0	0	2	0	7	0	1	0	2	0	0	0	2	
kb8_c10117	1	14	23	39	5	0	31	15	5	4	11	11	3	6	26	48	9	15	7	35	6	0	20	20	1	6	26	24	4	3	7	1	12	3	35	0	3	4	21	32	25	4	39	13	1	0	10	16	
